description,location,start_time,name,start_order,result_order,nat,shooting,total,total_time
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,ZDOUC Dunja,27,8,AUT,0+1 0+2,0+3,10:02.6
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,STALDER Sebastian,42,9,SUI,0+1 0+0,0+1,19:45.2
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,STEFANSSON Malte,88,99,SWE,4+3,7,29:30.9
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,TACHIZAKI Fuyuko,44,47,JPN,0+1,1,23:14.7
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,LAZOUSKI Dzmitry,59,50,BLR,1+0+2+3,6,36:39.1
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,PUSKARCIKOVA Eva,40,11,CZE,0+0 2+3,2+3,1:16:47.3
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,TRSAN Rok,30,12,SLO,0+1 0+1,0+2,1:19:59.1
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,HACHISUKA Asuka,97,87,JPN,0+1+1+0,2,51:56.0
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,MUKHIN Alexandr,62,77,KAZ,0+2+0+2,4,57:08.2
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,PERSSON Linn,46,14,SWE,0+1,1,19:16.5
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,SWEDEN,21,3,SWE,0+5 0+5,0+10,1:02:46.8
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,DESTHIEUX Simon,19,1,FRA,0+0,0,22:58.0
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,ROEISELAND Marte Olsbu,7,3,NOR,0+1+1+1,3,27:57.9
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,LAEGREID Sturla Holm,25,5,NOR,0+1,1,22:30.6
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,FAK Jakov,10,8,SLO,0+0+0+1,1,29:51.8
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,OEBERG Elvira,36,7,SWE,0+0,0,18:47.2
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,HERRMANN Denise,2,10,GER,0+1+1+1,3,28:35.9
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,ANDERSEN Aleksander Fjeld,64,16,NOR,0+1,1,23:39.8
Men 12.5km Pursuit,Swedish National Biathlon Arena,2021-03-20T14:15:00Z,KRCMAR Michal,18,21,CZE,1+1+2+1,5,34:59.3
Women 10km Pursuit,Swedish National Biathlon Arena,2021-03-20T11:15:00Z,WIERER Dorothea,2,18,ITA,1+2+2+2,7,35:41.7
Women 12.5km Mass Start,Swedish National Biathlon Arena,2021-03-21T14:30:00Z,ZDOUC Dunja,23,23,AUT,1+0+2+4,7,36:40.2
Men 15km Mass Start,Swedish National Biathlon Arena,2021-03-21T16:14:00Z,SAMUELSSON Sebastian,6,24,SWE,1+1+3+0,5,37:39.4
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,SIMON Julia,2,6,FRA,0+2 0+1,0+3,9:09.0
Men 12.5km Pursuit,Vysocina Arena,2021-03-07T15:00:00Z,WINDISCH Dominik,41,30,ITA,0+1+0+1,2,30:18.1
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,KOMATZ David,28,8,AUT,0+2 0+0,0+2,18:48.3
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,WEGER Benjamin,43,9,SUI,0+2 0+0,0+2,39:04.0
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,SIRIK Sergey,91,100,KAZ,2+3,5,29:47.1
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,EGAN Clare,43,48,USA,0+1,1,23:16.4
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,DOMBROVSKI Karol,49,51,LTU,0+0+2+2,4,36:57.8
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,BELARUS,61,12,BLR,4+9 1+8,5+17,1:17:05.3
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,FINLAND,86,13,FIN,0+5 1+8,1+13,1:20:12.6
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,TACHIZAKI Fuyuko,31,88,JPN,3+2+0+1,6,52:03.2
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,STVRTECKY Jakub,36,78,CZE,0+3+1+2,6,57:10.7
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,BRORSSON Mona,40,15,SWE,0+0,0,19:22.2
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,OEBERG Elvira,22,3,SWE,0+3 0+1,0+4,16:21.2
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,SAMUELSSON Sebastian,25,2,SWE,0+0,0,23:00.4
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,ECKHOFF Tiril,31,1,NOR,1+0,1,18:48.4
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,PERSSON Linn,21,4,SWE,0+0+1+0,1,27:58.9
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,GUIGONNAT Antonin,69,6,FRA,0+1,1,22:30.8
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,DALE Johannes,8,9,NOR,1+0+1+2,4,30:01.5
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,DUNKLEE Susan,51,8,USA,0+0,0,18:48.3
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,BRAISAZ-BOUCHET Justine,12,11,FRA,3+1+0+0,4,28:48.0
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,SMOLSKI Anton,9,17,BLR,1+0,1,23:40.6
Men 12.5km Pursuit,Swedish National Biathlon Arena,2021-03-20T14:15:00Z,ANDERSEN Aleksander Fjeld,16,22,NOR,3+0+1+1,5,35:05.7
Women 10km Pursuit,Swedish National Biathlon Arena,2021-03-20T11:15:00Z,HINZ Vanessa,27,19,GER,1+2+1+0,4,35:42.8
Women 12.5km Mass Start,Swedish National Biathlon Arena,2021-03-21T14:30:00Z,OEBERG Hanna,3,24,SWE,1+3+2+2,8,36:40.9
Men 15km Mass Start,Swedish National Biathlon Arena,2021-03-21T16:14:00Z,EDER Simon,12,25,AUT,0+1+1+1,3,37:58.4
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,GUIGONNAT Antonin,3,6,FRA,0+0 2+3,2+3,17:58.1
Men 12.5km Pursuit,Vysocina Arena,2021-03-07T15:00:00Z,GOW Christian,31,31,CAN,0+1+1+0,2,30:19.1
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,ZDOUC Dunja,29,8,AUT,0+0 0+1,0+1,28:45.4
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,FINELLO Jeremy,44,9,SUI,0+0 0+3,0+3,58:31.8
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-11-29T09:30:00Z,FOMIN Maksim,83,101,LTU,2+2,4,29:50.3
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,HAMMERSCHMIDT Maren,13,49,GER,1+1,2,23:18.7
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,BABIKOV Anton,55,52,RUS,2+0+3+1,6,36:58.8
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,ALIMBEKAVA Dzinara,62,12,BLR,0+1 0+1,0+2,17:52.3
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,HARJULA Tuomas,87,13,FIN,0+1 1+3,1+4,19:45.4
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,LARDSCHNEIDER Irene,75,89,ITA,1+2+2+1,6,52:44.4
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,JAKOB Patrick,88,79,AUT,0+2+1+1,4,57:12.9
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,KAISHEVA Uliana,34,16,RUS,0+0,0,19:23.5
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,MAGNUSSON Anna,23,3,SWE,0+1 0+0,0+1,33:24.1
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,PEIFFER Arnd,10,3,GER,0+0,0,23:02.4
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,DZHIMA Yuliia,26,2,UKR,0+0,0,18:57.7
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,PREUSS Franziska,8,5,GER,0+0+1+1,2,28:03.8
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,SAMUELSSON Sebastian,59,7,SWE,0+0,0,22:37.2
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,ELISEEV Matvey,16,10,RUS,1+0+0+0,1,30:06.0
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,SCHWAIGER Julia,38,9,AUT,0+0,0,18:49.2
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,LIEN Ida,15,12,NOR,0+1+0+1,2,28:52.8
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,KRCMAR Michal,15,18,CZE,0+1,1,23:42.3
Men 12.5km Pursuit,Swedish National Biathlon Arena,2021-03-20T14:15:00Z,WEGER Benjamin,29,23,SUI,1+1+0+1,3,35:13.8
Women 10km Pursuit,Swedish National Biathlon Arena,2021-03-20T11:15:00Z,KRYUKO Iryna,18,20,BLR,0+0+2+2,4,35:45.5
Women 12.5km Mass Start,Swedish National Biathlon Arena,2021-03-21T14:30:00Z,BESCOND Anais,16,25,FRA,2+4+2+0,8,37:19.6
Men 15km Mass Start,Swedish National Biathlon Arena,2021-03-21T16:14:00Z,KRCMAR Michal,21,26,CZE,2+0+0+4,6,38:13.5
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,SIMON Julia,4,6,FRA,0+3 0+0,0+3,27:21.0
Men 12.5km Pursuit,Vysocina Arena,2021-03-07T15:00:00Z,ILIEV Vladimir,25,32,BUL,1+1+1+1,4,30:28.8
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,KOMATZ David,30,8,AUT,0+2 0+1,0+3,40:56.4
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,HARTWEG Niklas,45,9,SUI,0+3 0+0,0+3,1:18:55.7
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,SANFILIPPO Federica,45,50,ITA,0+2,2,23:22.9
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,STROLIA Vytautas,60,53,LTU,2+1+2+1,6,37:01.2
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,KRUCHINKINA Irina,63,12,BLR,2+3 0+2,2+5,38:18.9
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,SEPPALA Tero,88,13,FIN,0+3 0+2,0+5,40:04.1
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,ZDRAVKOVA Maria,103,90,BUL,0+3+0+2,5,52:50.3
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,STEFANSSON Malte,97,80,SWE,0+1+2+3,6,57:24.1
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,HETTICH Janina,57,17,GER,0+0,0,19:23.9
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,GERMANY,21,1,GER,0+1 0+4,0+5,1:12:28.1
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,NELIN Jesper,24,3,SWE,0+0 0+1,0+1,47:57.3
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,LAEGREID Sturla Holm,31,4,NOR,0+1,1,23:08.4
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,VITTOZZI Lisa,27,3,ITA,0+0,0,19:03.4
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,DZHIMA Yuliia,2,6,UKR,1+0+1+0,2,28:07.8
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,DALE Johannes,53,8,NOR,0+1,1,22:43.9
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,CHRISTIANSEN Vetle Sjaastad,20,11,NOR,0+0+2+1,3,30:09.7
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,CHARVATOVA Lucie,97,10,CZE,0+1,1,18:50.8
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,ZDOUC Dunja,41,13,AUT,0+0+0+0,0,28:55.4
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,STVRTECKY Jakub,28,19,CZE,1+0,1,23:43.7
Men 12.5km Pursuit,Swedish National Biathlon Arena,2021-03-20T14:15:00Z,GOW Scott,25,24,CAN,1+0+1+1,3,35:15.1
Women 10km Pursuit,Swedish National Biathlon Arena,2021-03-20T11:15:00Z,HAUSER Lisa Theresa,5,21,AUT,0+3+3+3,9,35:50.8
Women 12.5km Mass Start,Swedish National Biathlon Arena,2021-03-21T14:30:00Z,WIERER Dorothea,4,26,ITA,0+1+2+3,6,37:30.8
Men 15km Mass Start,Swedish National Biathlon Arena,2021-03-21T16:14:00Z,PIDRUCHNYI Dmytro,23,27,UKR,1+1+1+1,4,38:20.4
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,GUIGONNAT Antonin,5,6,FRA,0+3 0+2,0+5,39:00.7
Men 12.5km Pursuit,Vysocina Arena,2021-03-07T15:00:00Z,SEPPALA Tero,26,33,FIN,0+1+1+1,3,30:29.6
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,RUSSIA,46,9,RUS,0+5 2+7,2+12,41:08.3
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,FINLAND,61,10,FIN,1+4 0+6,1+10,1:19:06.5
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,EINFALT Lea,77,51,SLO,1+0,1,23:27.3
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,CLAUDE Florent,38,54,BEL,2+2+2+1,7,37:09.0
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,SOLA Hanna,64,12,BLR,2+3 1+3,3+6,58:25.0
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,RANTA Jaakko,89,13,FIN,0+0 0+0,0+0,1:00:38.7
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,TODOROVA Milena,37,91,BUL,0+1+4+2,7,52:51.4
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,GERDZHIKOV Dimitar,53,81,BUL,1+2+1+2,6,57:26.7
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,KRYUKO Iryna,49,18,BLR,0+0,0,19:26.3
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,LESSER Erik,22,1,GER,0+0 0+2,0+2,17:53.0
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,PONSILUOMA Martin,25,3,SWE,0+1 0+3,0+4,1:02:46.8
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,BOE Tarjei,15,5,NOR,0+1,1,23:08.6
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,ALIMBEKAVA Dzinara,29,4,BLR,0+0,0,19:04.5
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,SOLA Hanna,11,7,BLR,1+0+2+1,4,28:33.8
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,BOE Johannes Thingnes,5,9,NOR,2+0,2,22:44.2
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,DESTHIEUX Simon,21,12,FRA,1+0+1+0,2,30:11.9
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,DAVIDOVA Marketa,89,11,CZE,0+1,1,18:54.1
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,SCHWAIGER Julia,9,14,AUT,0+1+0+1,2,28:55.7
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,LEITNER Felix,23,20,AUT,0+1,1,23:45.4
Men 12.5km Pursuit,Swedish National Biathlon Arena,2021-03-20T14:15:00Z,CLAUDE Florent,44,25,BEL,1+0+0+0,1,35:15.8
Women 10km Pursuit,Swedish National Biathlon Arena,2021-03-20T11:15:00Z,NILSSON Stina,26,22,SWE,1+2+3+2,8,35:51.1
Women 12.5km Mass Start,Swedish National Biathlon Arena,2021-03-21T14:30:00Z,KRUCHINKINA Elena,30,27,BLR,3+1+3+0,7,37:33.2
Men 15km Mass Start,Swedish National Biathlon Arena,2021-03-21T16:14:00Z,NELIN Jesper,24,28,SWE,1+1+3+2,7,38:28.9
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,SWITZERLAND,51,7,SUI,0+1 1+6,1+7,39:04.4
Men 12.5km Pursuit,Vysocina Arena,2021-03-07T15:00:00Z,PONSILUOMA Martin,20,34,SWE,2+1+1+1,5,30:40.8
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,PAVLOVA Evgeniya,47,9,RUS,0+0 2+3,2+3,10:25.4
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,HARJULA Tuomas,62,10,FIN,0+0 0+1,0+1,19:17.0
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,HAECKI Lena,17,52,SUI,0+3,3,23:27.4
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,DOHERTY Sean,51,55,USA,1+3+1+2,7,37:09.6
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,KRUCHINKINA Elena,65,12,BLR,0+2 0+2,0+4,1:17:05.3
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,HIIDENSALO Olli,90,13,FIN,0+1 0+3,0+4,1:20:12.6
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,MAGNUSSON Anna,59,92,SWE,3+2+1+1,7,52:56.5
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,BANYS Linas,60,82,LTU,0+1+2+0,3,57:32.7
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,TALIHAERM Johanna,29,19,EST,0+0,0,19:28.7
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,SWEDEN,6,1,SWE,0+4 0+2,0+6,1:03:26.6
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,DOLL Benedikt,23,1,GER,0+0 0+1,0+1,35:45.8
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,FRANCE,11,4,FRA,1+6 0+3,1+9,1:03:06.4
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,DOLL Benedikt,7,6,GER,0+1,1,23:12.5
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,WIERER Dorothea,16,5,ITA,0+1,1,19:04.7
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,BESCOND Anais,26,8,FRA,0+1+0+0,1,28:49.7
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,FAK Jakov,6,10,SLO,0+1,1,22:47.0
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,KRCMAR Michal,12,13,CZE,0+0+2+0,2,30:28.2
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,BRAISAZ-BOUCHET Justine,10,12,FRA,0+2,2,18:54.3
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,DZHIMA Yuliia,5,15,UKR,0+2+1+0,3,29:06.0
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,ELISEEV Matvey,20,21,RUS,1+0,1,23:45.8
Men 12.5km Pursuit,Swedish National Biathlon Arena,2021-03-20T14:15:00Z,NAWRATH Philipp,42,26,GER,0+0+2+2,4,35:30.2
Women 10km Pursuit,Swedish National Biathlon Arena,2021-03-20T11:15:00Z,TANDREVOLD Ingrid Landmark,3,23,NOR,0+3+3+3,9,35:52.1
Women 12.5km Mass Start,Swedish National Biathlon Arena,2021-03-21T14:30:00Z,CHEVALIER-BOUCHET Anais,8,28,FRA,2+3+3+2,10,37:36.0
Men 15km Mass Start,Swedish National Biathlon Arena,2021-03-21T16:14:00Z,ILIEV Vladimir,30,29,BUL,2+2+1+2,7,38:47.3
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,GASPARIN Elisa,52,7,SUI,0+0 1+3,1+3,9:41.4
Men 12.5km Pursuit,Vysocina Arena,2021-03-07T15:00:00Z,DALE Johannes,18,35,NOR,2+1+1+2,6,30:42.1
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,ELISEEV Matvey,48,9,RUS,0+1 0+0,0+1,18:56.3
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,SEPPALA Tero,63,10,FIN,0+1 0+2,0+3,38:51.3
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,JISLOVA Jessica,75,53,CZE,1+1,2,23:31.4
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,HIIDENSALO Olli,57,56,FIN,2+1+2+2,7,37:21.8
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,POLAND,46,13,POL,0+2 3+8,3+10,1:17:20.3
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,CANADA,61,14,CAN,1+5 0+7,1+12,1:20:15.6
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,LIGHTFOOT Amanda,42,93,GBR,1+2+0+2,5,53:27.1
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,OZAKI Kosuke,90,83,JPN,2+0+1+2,5,57:34.2
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,VITTOZZI Lisa,14,20,ITA,1+0,1,19:30.1
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,BRORSSON Mona,7,1,SWE,0+1 0+0,0+1,15:50.5
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,PEIFFER Arnd,24,1,GER,0+0 0+1,0+1,53:54.3
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,CHEVALIER-BOUCHET Anais,12,4,FRA,0+1 0+0,0+1,16:12.8
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,FILLON MAILLET Quentin,29,7,FRA,1+1,2,23:24.9
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,TANDREVOLD Ingrid Landmark,12,6,NOR,0+0,0,19:05.8
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,FIALKOVA Paulina,25,9,SVK,0+0+0+2,2,28:54.9
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,EDER Simon,26,11,AUT,0+0,0,22:47.4
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,LESSER Erik,19,14,GER,0+0+1+2,3,30:32.0
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,HAUSER Lisa Theresa,26,13,AUT,0+1,1,18:54.6
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,OEBERG Elvira,7,16,SWE,0+2+1+0,3,29:14.7
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,BROWN Jake,19,22,USA,0+1,1,23:47.3
Men 12.5km Pursuit,Swedish National Biathlon Arena,2021-03-20T14:15:00Z,FILLON MAILLET Quentin,5,27,FRA,3+1+3+2,9,35:38.3
Women 10km Pursuit,Swedish National Biathlon Arena,2021-03-20T11:15:00Z,PERSSON Linn,14,24,SWE,2+2+3+2,9,35:52.2
Women 12.5km Mass Start,Swedish National Biathlon Arena,2021-03-21T14:30:00Z,ROEISELAND Marte Olsbu,2,29,NOR,2+4+2+2,10,38:09.2
Men 15km Mass Start,Swedish National Biathlon Arena,2021-03-21T16:14:00Z,LEITNER Felix,22,30,AUT,1+1+1+2,5,38:49.1
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,HARTWEG Niklas,53,7,SUI,0+0 0+3,0+3,18:14.3
Men 12.5km Pursuit,Vysocina Arena,2021-03-07T15:00:00Z,KHALILI Said Karimulla,16,36,RUS,0+1+1+1,3,30:44.0
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,PAVLOVA Evgeniya,49,9,RUS,0+1 0+2,0+3,28:56.0
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,RANTA Jaakko,64,10,FIN,0+0 0+0,0+0,58:52.0
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,KAISHEVA Uliana,20,54,RUS,1+2,3,23:32.2
Men 12.5km Pursuit,Biathlon Stadium Kontiolahti,2020-12-05T12:20:00Z,STVRTECKY Jakub,48,57,CZE,0+4+1+4,9,37:28.9
Women 4x6km Relay,Biathlon Stadium Kontiolahti,2020-12-05T14:15:00Z,ZBYLUT Kinga,47,13,POL,0+0 0+2,0+2,18:42.7
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,BURNOTTE Jules,62,14,CAN,0+1 0+1,0+2,19:47.5
Women 15km Individual,Biathlon Stadium Kontiolahti,2020-11-28T13:20:00Z,SABULE Annija Keita,54,94,LAT,0+2+0+1,3,53:32.9
Men 20km Individual,Biathlon Stadium Kontiolahti,2020-11-28T10:00:00Z,SZCZUREK Lukasz,98,84,POL,0+1+0+2,3,57:40.6
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,KALKENBERG Emilie Aagheim,76,21,NOR,0+0,0,19:33.8
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,RUSSIA,21,1,RUS,0+2 0+7,0+9,1:07:32.4
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,OEBERG Hanna,8,1,SWE,0+2 0+0,0+2,31:30.6
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,NAWRATH Philipp,25,1,GER,0+1 0+0,0+1,1:12:28.1
